selection_rank,sample_id,pair_key,language,label,raw_relative_path,raw_audio_sha256,decoded_relative_path,decoded_audio_sha256,duration_s,peak,rms_dbfs,clipped_fraction,dc_offset,speech_seconds,speech_segment_count,audio_fingerprint_v1,preparation_status,eligibility_status,rejection_reason,historical_raw_exact_match_count,historical_decoded_exact_match_count,historical_near_match_count,within_pool_near_match_count
488,qwen3_tts_customvoice_aiden_v4_final_salvage:7e99f091d1924ae8d9de,ru:488:864e5518268f70d42c70c5bf2b76c5ce3a26c5312a940ae0e1fa0c3987d64edc,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_488_864e5518268f.wav,57764f8390014f8588bc4930a8976517dc6ddc8bab8b94fbed141ff208e9905d,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/57/57764f8390014f8588bc4930a8976517dc6ddc8bab8b94fbed141ff208e9905d.wav,39f048efbd31849aae4aa42d075d8bf2a120125ec61f22ad86bd9c95190c34d6,1.68,0.57989501953125,-20.117596500025726,0.0,-1.258736564999535e-05,1.38,1,7fff3fe87ffffffa801f003700007fe47ffdeff0fc0f8003800fd3d080000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
489,qwen3_tts_customvoice_aiden_v4_final_salvage:a48af4482a3643fa8406,ru:489:34cb01b5518cc0478524fa6d63298c7e7c64075a9982fbf08974a822f4bc0e4e,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_489_34cb01b5518c.wav,eca8f3377c7123311001a78d99f234bb358b98971a74309f0f5b9aa147de6d48,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/ec/eca8f3377c7123311001a78d99f234bb358b98971a74309f0f5b9aa147de6d48.wav,b4f6c341a4b57313896584b3219118ebb7db88779ca60ab73889efca071ff858,3.52,0.741485595703125,-18.35784272603274,0.0,-2.4078650908036667e-05,2.8499999999999996,2,fe7f3ff9fffcd7fc041bffe2efc7681f000fffc480000030133cf9e000830003,ready,eligible,,0,0,0,0
490,qwen3_tts_customvoice_aiden_v4_final_salvage:a3ea54d28b182334e65c,ru:490:f9f754a07ac4a682ab093a1d7d19fbd9d00754d15d00c080e72802e6e39ecbfe,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_490_f9f754a07ac4.wav,7aa489e238f0c7bed13ddb62ca6a6423716daefbf866c095546cd66fb242a55d,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/7a/7aa489e238f0c7bed13ddb62ca6a6423716daefbf866c095546cd66fb242a55d.wav,e6847ac567d2c6529de93ec10c110f2702ea73688a4f69294cb7849d3dfed95b,4.0,0.5426025390625,-18.45603227450811,0.0,6.400108337402344e-06,3.6,1,17fc3fe43ebb3fff3ffc341a03e34c17fffce9e1c01feb0cc0008043d003c000,ready,eligible,,0,0,0,0
491,qwen3_tts_customvoice_aiden_v4_final_salvage:73e01ae618806bd8df90,ru:491:f7f9a0bc5c30de49aea0f6380d01843e9890fd87069e8980793a60072af11001,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_491_f7f9a0bc5c30.wav,4d371d71f2e50988f2db0e79f2698a9abf13251973a63eb317143645b5c68658,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/4d/4d371d71f2e50988f2db0e79f2698a9abf13251973a63eb317143645b5c68658.wav,7fb0ee36f8e0f6fe19b53bbbbf77f382f636992ec4b11cb53f1c7b5d27ffa925,7.04,0.66998291015625,-19.681465946208558,0.0,-8.458170023831454e-06,6.15,3,efec3bff341f20606fefffffc3c70000ffc080201fbb2fff0000dc1cd013d010,ready,eligible,,0,0,0,0
492,qwen3_tts_customvoice_aiden_v4_final_salvage:1e5e02d33b49096ce2c2,ru:492:8d801c7351ee87d29bae85183f15807547e71f90ce1c47e32992addbd07c6f59,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_492_8d801c7351ee.wav,44cd43b03879f92289492181be7d2817cebb0232e5192f579da06711743c4fcb,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/44/44cd43b03879f92289492181be7d2817cebb0232e5192f579da06711743c4fcb.wav,8bf03a9ab2522b702e56fd1df43475a28f5ef17d1887319bcd47eb2794a227fa,4.32,0.6781005859375,-17.91525260538865,0.0,-2.719075591475875e-05,3.99,1,3b5e26ff7ddd7fff41bff8238010fe1c10031fe40000eff8c7efffe080038000,ready,eligible,,0,0,0,0
493,qwen3_tts_customvoice_aiden_v4_final_salvage:7548259b98f40c39d347,ru:493:2ba4181a976be3149f4d743110d8b3dc6dcb8f1037aedf4f8c370da1fb3672b3,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_493_2ba4181a976b.wav,3a3a2c13c186d01b369b79c52be71ef6b2c14f50ed931c7fa7cda8607dd695fa,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/3a/3a3a2c13c186d01b369b79c52be71ef6b2c14f50ed931c7fa7cda8607dd695fa.wav,8ce7a0bdeb2059e3308f48394892083bc2ac1e8f68ef6303383961b74a4999d7,3.6,0.568267822265625,-15.755588276914875,0.0,-0.00015082359313964844,3.3,1,3e0e187f40240003fffc3d1fb9d83ff8e3e7eef8c3e7efc01591101bc627c000,ready,eligible,,0,0,0,0
494,qwen3_tts_customvoice_aiden_v4_final_salvage:99de5bc340e9d741b69d,ru:494:b126b44d019e9877a7e92f0dbc210444b4f748ee94267d0488dc6dfb62fefdfc,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_494_b126b44d019e.wav,ffc01fe0df598b01ab3580caf9c387c2b74eb2d8348f613e0a7dab6ef23a9837,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/ff/ffc01fe0df598b01ab3580caf9c387c2b74eb2d8348f613e0a7dab6ef23a9837.wav,b682c6b4c663ce3fb711cde58402653f1c0634f3b61848ba87e933d4ba8fa578,5.92,0.731231689453125,-18.30847527936712,0.0,-2.884155995136983e-05,5.55,1,37ff3ffc003f6ac27fcf0000f0000013efecfffdcc33efc49fec0013d13b9000,ready,eligible,,0,0,0,0
495,qwen3_tts_customvoice_aiden_v4_final_salvage:6fd907c573489ed0f2bc,ru:495:072431a07512141fa05fa7a0dd2e1ec9d809bd1c0a0e7385eb97764c7f23b0e8,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_495_072431a07512.wav,c3764692156cf724fd0f15c5e155a126e2b851d84a3efb60ec76d693792276ad,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/c3/c3764692156cf724fd0f15c5e155a126e2b851d84a3efb60ec76d693792276ad.wav,979b9cb73d41c17da4298bbf385fc8bf65a0ec9cd3150869969275d687165a7d,2.56,0.567901611328125,-18.718423927422016,0.0,-9.28044319152832e-06,2.1,1,e0309ffb1bf7341f3ff478874568fff800008000ffccfe1f0003efffc3ec0003,insufficient_speech,rejected,insufficient_speech,0,0,0,0
496,qwen3_tts_customvoice_aiden_v4_final_salvage:a2203c328a30500c67e6,ru:496:3ba6dddeef7367b1bda2273de9b5179d8a0d4c5a96a43b28ebae2ea0076ec8db,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_496_3ba6dddeef73.wav,772617d8284c92dd84f64f891beff15252b023cda7374780d63ba433e173a9dd,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/77/772617d8284c92dd84f64f891beff15252b023cda7374780d63ba433e173a9dd.wav,267de8afa86c7c675650fe3138b6f4e5f8b0d7157a5ce0488164935ba44a7730,2.4,0.485107421875,-20.73308801018773,0.0,-2.7247269948323567e-05,2.04,1,1a3f1bf0bf800dbf3e1ffc3fffcc018077fbc8c7e43fe14023ffc060d6400000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
497,qwen3_tts_customvoice_aiden_v4_final_salvage:660ef99af6fcc7c79a4a,ru:497:404129e0eff98b51c29b33d40d8e83985ea646b8df8a213dfc7b0e4a7e37d13a,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_497_404129e0eff9.wav,43ef56c64f39b1613714d01887953bf7097509894b9f7a8232e2e518f98c2480,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/43/43ef56c64f39b1613714d01887953bf7097509894b9f7a8232e2e518f98c2480.wav,ac8aa745a495645d9f38caf54babc873b80b096bf5bef1bebfecbe822e352091,2.08,0.5242919921875,-18.457556126191147,0.0,-5.9357056250939005e-06,1.41,1,ee1fefff04387ebfff7f7ff53fc207ff000fe1e0f9c0dbc0903f900000000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
498,qwen3_tts_customvoice_aiden_v4_final_salvage:0bb20db7f854b80fb935,ru:498:97e02c89a3dceb678978d3821a4acb5436613475b84ccec600c462a254a80ac9,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_498_97e02c89a3dc.wav,184a6e17c6be210b868ceec8bc2b7f8d05c7c9cd1b3ff49cf02aeb468bec6bcc,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/18/184a6e17c6be210b868ceec8bc2b7f8d05c7c9cd1b3ff49cf02aeb468bec6bcc.wav,71fb0ab21b6daa8f4ebafecd4f1e27268f6b09c51d63dfe501d8086fad1af1eb,3.92,0.780670166015625,-16.769860381981005,0.0,1.4553751264299666e-05,3.57,1,09c01ae317c33fef3fff601f4c3ceebcb5fb8027eb7ce81c7600d113d7c08000,ready,eligible,,0,0,0,0
499,qwen3_tts_customvoice_aiden_v4_final_salvage:a473d8a497402efbacad,ru:499:278449c6515460cbfb179c49442faac188a600b289a1e1317787b35b49a66e95,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_499_278449c65154.wav,538fabe693afb3e40b8c93a0680dc574c20dcc75b7cc392a7172d5f8b540779e,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/53/538fabe693afb3e40b8c93a0680dc574c20dcc75b7cc392a7172d5f8b540779e.wav,1d6b63db5b200cd6efe724677917881f0d89323f983e0ec467a396a62ebcebdb,3.6,0.631072998046875,-18.372273232896625,0.0,2.9166539510091145e-05,3.24,1,fffd102f101f003f3fc03ff7fffe35e3efc40040433fc0e0de1bec18eb808000,ready,eligible,,0,0,0,0
500,qwen3_tts_customvoice_aiden_v4_final_salvage:047fb1f5bee8526c847d,ru:500:55b1ade2e42d19099ac3fded84a9b60f6f0508d06161f385abf90badf0aec570,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_500_55b1ade2e42d.wav,ba443385192fa50d4dedcebba879011db3eafc30f520088abadacb0a68833cfb,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/ba/ba443385192fa50d4dedcebba879011db3eafc30f520088abadacb0a68833cfb.wav,15014e27946047c01ff4a1722ae75ebf6e5c579228fcebbe7a1c39058d3ebb52,2.16,0.59906005859375,-18.232398506090878,0.0,1.8407680370189524e-05,1.8,1,1bf01bff3ffb90403e283e0c7fec67c7c0338007efffecc0c41fc11ff1b00000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
1,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:3bcea8dd7d50c661037f,kk:001:8f74fed98e9dc311da30505d99a6d2fd13f78ccf3b104b3e61d2396b07bcefd3,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_001_8f74fed98e9d.wav,9fafec42c59f62751c9b97038570ceecad36f2e98e90a0bb5325cdbcbec223d1,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/9f/9fafec42c59f62751c9b97038570ceecad36f2e98e90a0bb5325cdbcbec223d1.wav,a0811ffe57273d1e348ef0af5d2d91a03b48728e209d193256cbdf9f7d20df1a,5.5960625,0.407135009765625,-22.806955870037488,0.0,0.0001780634578137041,5.3860625,1,de0087cfefff363813ff80107830ec3c000061850f00ffcfffff01e3f8ff1042,ready,eligible,,0,0,0,0
2,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:e9c6f3119ddb372b0efd,kk:002:b53b01b0938b4a9d9979a14e99e1df7707bfb70d081dc05980c8dd96ef7e7123,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_002_b53b01b0938b.wav,e16de73828e068520f6486cf25c2fcdf8566f60165f9abada322b82c5730fa23,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/e1/e16de73828e068520f6486cf25c2fcdf8566f60165f9abada322b82c5730fa23.wav,66eb837775e354827d03ee9de37378666a976ed2bbbaccacc4cfaee3b7647e19,10.0775,0.418182373046875,-21.743911015801245,0.0,0.00026264933550869434,9.3875,1,3c3fffcfd57eefec80006e380017da3f0083fffcffc46e3831f001c393c30001,ready,eligible,,0,0,0,0
3,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:3ec686e6767b5449d397,kk:003:54b7b64c2b21d4361349ce0d1b063286ccf6fb5126c2300d55d6ae808d45369c,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_003_54b7b64c2b21.wav,8e47fb20973db6edbdf10200e2afa32c40ded41da237127a7cc63eb19973cfc6,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/8e/8e47fb20973db6edbdf10200e2afa32c40ded41da237127a7cc63eb19973cfc6.wav,271989287a4d9cec91c04fee58be4bb25d16a1cfdbec462ff317a1e761d0018d,7.082125,0.391693115234375,-24.212672406188393,0.0,0.00019571416189540237,3.302125,2,6f80c7ecfe3f93fe000000507f7c7c3bfc7dff83f9ef83c707d40080b83b0003,ready,eligible,,0,0,0,0
4,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:dc49235117122cb376f1,kk:004:bf955a63bff11379e1d28a78a4fb6619f5c52fb945b3afd4b61aafbb6a4ba24f,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_004_bf955a63bff1.wav,c334e688a2f7cc7646bc988992dd69e7b89b9dc536ebcc631629d5a1140510db,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/c3/c334e688a2f7cc7646bc988992dd69e7b89b9dc536ebcc631629d5a1140510db.wav,222aa5b4e8a113b38f14bed3d87fa45d9833cb52c9ee5cdaf5ebfccfa9f7a8a8,8.1966875,0.405975341796875,-20.381721457532183,0.0,0.0003513755415261596,7.77,1,37e020ffefc403c36fab83fffc3eec191783dbc41003fe7cf803dc3c0010017c,ready,eligible,,0,0,0,0
5,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:0de9df42e498b909bfbd,kk:005:b737b4b3d3e22f6f20d1ad1789e57b61dedb216f98620cbfa76e777af267b30f,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_005_b737b4b3d3e2.wav,afacf08fa4db8f88c0951a62766c9371ea5035361e8063d5b3a432cae604a95f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/af/afacf08fa4db8f88c0951a62766c9371ea5035361e8063d5b3a432cae604a95f.wav,0e2d30723c11be75217084de188a303a2d44a3aeebdaa651ecf2bb13ff78390f,10.750875,0.386749267578125,-23.095881665434472,0.0,0.00038925622060559026,10.750875,1,30036c1ffe7e01f0933c00807fc0cfefff7ffc3c001300380080efc7ffc793e9,ready,eligible,,0,0,0,0
6,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:519b4c71199d8c8038f3,kk:006:f1ddd01effbc85239f7c7787a4ae9a089b9fc2601cc90d5ba60e961aef37ec35,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_006_f1ddd01effbc.wav,70bffdf96538784f4f8436e618e94f6463c169ae682143c29104b542811111f4,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/70/70bffdf96538784f4f8436e618e94f6463c169ae682143c29104b542811111f4.wav,f09ae9e8b6a9cfb09386aa0bbe2d587b56f74faea83c23f33bfe282032ed9402,6.57125,0.36932373046875,-23.04001856835238,0.0,0.00036226722117905293,6.57125,1,001334032e8f00b8efe8ef7f002e1000fc3fff7c01c3cfc4fbf4d3f3ffdc1001,ready,eligible,,0,0,0,0
7,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:1db8f83cc5c1db1a0467,kk:007:c9a078834d4b564894143c3f6d5e9aa724c03ae6b88d4d65c8e8744e835c4fcb,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_007_c9a078834d4b.wav,cf9e7f1509785a133a57720a104c6f7bff9a9d0c9a15eaa497c2386e06117f37,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/cf/cf9e7f1509785a133a57720a104c6f7bff9a9d0c9a15eaa497c2386e06117f37.wav,b1b73c24656f4e1b1018be98095ac0983252d6ed59bd23d11ad84142d5fd5cf9,9.090625,0.376495361328125,-23.339648067904637,0.0,0.00047223712374312477,9.090625,1,002d2402ef7f01dbfc3c101005bbfeff0000dbc0fbccee2cfe37ffc701d313e0,ready,eligible,,0,0,0,0
8,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:6d1f19947e6c6eab1e07,kk:008:9824d450ed2507ed6d79a2e387e016066acdee2ae65a0f2874107b39f01c0595,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_008_9824d450ed25.wav,06ab7a2311133a5ce5ba6027f24feaac1aed511f01ce8f7b8a0a9b87ac88c1e4,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/06/06ab7a2311133a5ce5ba6027f24feaac1aed511f01ce8f7b8a0a9b87ac88c1e4.wav,003e75ba957e294ebd479d86ffac5662ea3c8cca4d493325566ac68e802f2b24,5.8514375,0.353057861328125,-23.157546046100506,0.0,0.0003171464245648105,5.6714375,1,07fcefebfc3fec30f83ff83ce818101f000703e007c7fbc4ffc0078317c0107b,ready,eligible,,0,0,0,0
9,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:bf0d1bb2f88f7be50376,kk:009:011079cd5e24c2ebc28e7d38868d903bac72e903863099d87066eea7c5418141,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_009_011079cd5e24.wav,1a7dc4fd2675f9daf93d7ef6244db396e890b73478084939163f1c17c64362ae,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/1a/1a7dc4fd2675f9daf93d7ef6244db396e890b73478084939163f1c17c64362ae.wav,0be39ff57c082195b617ccbf896cf0780c904a6dec87e19a2d10c95861a8d60d,8.928125,0.4263916015625,-21.297514184195087,0.0,0.0002486363331838467,8.4,1,1003fe73002effff7c1837ff0383ff8003ede878effcc81cffc701e000179400,ready,eligible,,0,0,0,0
10,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:b4a7fdd7572431c76fa0,kk:010:15edc52f6d9822de2e28c5bb065653bcc64448b9f35b922207e38953fb68cb53,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_010_15edc52f6d98.wav,bffb2074ca7ee46eb65bb6bbf92e504de89b1d3eabf149db0695123819bd197f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/bf/bffb2074ca7ee46eb65bb6bbf92e504de89b1d3eabf149db0695123819bd197f.wav,429d45b2b9421a522c6907b5aaa413e9ebba309b7bfc34a300df45fe2d720365,4.8181875,0.38092041015625,-22.17540163202246,0.0,0.00042746461086775694,4.74,1,00e0ff7d6fe3008703df0033ffc403e0ee1c1003b05fff80dfecfc1bfc3e0138,ready,eligible,,0,0,0,0
11,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:6ae80801034d771f6fef,kk:011:400f4b32c01f601a5f0a3e314d838b4765ba2f19cb18511eb949ca3d3c3dd801,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_011_400f4b32c01f.wav,e1890077c632caaf3c14a7d62d0fa2cc4419da5b8ba2c7532174bb3372ee6d1a,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/e1/e1890077c632caaf3c14a7d62d0fa2cc4419da5b8ba2c7532174bb3372ee6d1a.wav,6be04a59a02d5e8673f4145dee175db2555bb9e79d42580215f8f946d2aef174,4.7020625,0.390899658203125,-21.846616511771117,0.0,0.00039637439116228915,4.53,1,00007fcc0b84ff846defb77c0023fc3cf7fff9fbd83b023b00d087d3fe440003,ready,eligible,,0,0,0,0
12,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:b2bb0215def95b388dca,kk:012:6b819af360dbf5d18e9b6f988a1f10bcaa1308c45a548f4b7fdc56e31c4b50bb,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_012_6b819af360db.wav,a762ec77f22aecce918810dbb6a8e2bbd5aaa83d76cfc3316efeed99c0af2b4a,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/a7/a762ec77f22aecce918810dbb6a8e2bbd5aaa83d76cfc3316efeed99c0af2b4a.wav,e4f48345fe0242ad471a15e4d5640e844637eaeb7dc1df730176bd910274c77f,6.5945,0.39080810546875,-23.152802669732537,0.0,0.0004339100277101183,6.09,1,ec1c6ffffe1c943f005303e4effcf803ffdf0033fbe017e80000fc2f138301c0,ready,eligible,,0,0,0,0
13,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:6af03dbaf70d0a385877,kk:013:542c4e545a0cb34294f799fb0f5f451d7f23b3ccc043c120cda9fed1e698f3d3,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_013_542c4e545a0c.wav,611981233c942d4f27c798567afb96a75314b96843fcde483b882510d5aaf0dd,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/61/611981233c942d4f27c798567afb96a75314b96843fcde483b882510d5aaf0dd.wav,eda3e22f7e3a358e598dda0633c485dde50a847a07c50ab0c8ed2376318f53ba,5.131625,0.381927490234375,-21.77703642257147,0.0,0.00032348907859485756,4.95,1,01c374806fffffef6ffcff68efd70f03000700009039fffcfac7903a903c0010,ready,eligible,,0,0,0,0
14,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:6d07b4e3221452f72198,kk:014:f0dab0ffbe5eac9f7fc721adc5bb78b3090d1b73a080dd8b60dbd17b53be7968,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_014_f0dab0ffbe5e.wav,c910e45b1b6c34c47aa5021daef0cd0bf90bee56753ed5d12e7d8675d3b326b7,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/c9/c910e45b1b6c34c47aa5021daef0cd0bf90bee56753ed5d12e7d8675d3b326b7.wav,53a9444b7796f9f7b253c1a80e09e40b70102781a535afb223ae85cf390fe530,8.2663125,0.37408447265625,-22.265491404044717,0.0,0.00027793444549271897,8.1463125,1,01c07e3c13f70123e043fc1ffeeffffffc11dc3c0038800003c02fc3ffbe03cc,ready,eligible,,0,0,0,0
15,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:784dd5529a63d3e2ac27,kk:015:589afc7bbdcc4cb3c0f25670e3a12f6ccd3086e13ffe8b4d36a1c65f2d0c36d5,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_015_589afc7bbdcc.wav,59de2f5e0ff34d069942f92238fbe7a47c41050ac35b050e1477864a7258719f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/59/59de2f5e0ff34d069942f92238fbe7a47c41050ac35b050e1477864a7258719f.wav,4ee132f9061b470d4e46ac567c1f5b42c8014085911f76df9a40986187c627a8,12.0628125,0.39276123046875,-23.928685625778172,0.0,0.0002721223055162917,8.9428125,2,243ceffcffec0f07ffec0003efff1010001b6c03ffc010602010d3ffd2ff9983,ready,eligible,,0,0,0,0
16,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:ee1c4b040f0861441130,kk:016:9799c40a331f7a2e7ca5813bda83d5fb6bd42b19523e59c03755e645d19c9afa,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_016_9799c40a331f.wav,8ba5fb6bf170936e9d6353ff7608e2e2aa09dbe2af42a5f667439bdc22050e2c,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/8b/8ba5fb6bf170936e9d6353ff7608e2e2aa09dbe2af42a5f667439bdc22050e2c.wav,bc4ea49129dddfea03dce54a0c520a7c199392ecf3c5cf87cfa5350b0c974e2f,7.952875,0.389739990234375,-22.09025315478985,0.0,0.00035646946831211786,7.71,1,01c76f3dec43021a00e3effcefe4ffc7979c00201038f813fc1bfe3f11c013ec,ready,eligible,,0,0,0,0
17,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:baa9d547e024bdbe92db,kk:017:773e5ebdc0c2f92eaf6b07d441baa4c50e5b34c5af2ef86347ece77ef4dbe285,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_017_773e5ebdc0c2.wav,bbd08ec0cbfbdf5459646d9911d09c3b0a69f09ca733b6c874fdc532182622fa,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/bb/bbd08ec0cbfbdf5459646d9911d09c3b0a69f09ca733b6c874fdc532182622fa.wav,15731442fb9a5231867fe75b4064361ad0eca3c5c725348a9b685a8a10e23e1e,6.977625,0.421112060546875,-21.35710636477694,0.0,0.0002135060521647879,6.69,1,6f4f003f203f017f00e2ffd0fe9cfe80ffef9143fc1f003803f1ef80df841060,ready,eligible,,0,0,0,0
18,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:ddbb28a5019f665fa38e,kk:018:bcc4b45ca5095c2649bae3e8cbbb0d4f1cff0e5ede0a95c2240e61ce70008a90,kk,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/kk_kazakhtts/kk_kazakhtts_018_bcc4b45ca509.wav,2eff0e6b292c9f8f64bae3d2555f8b20c3566eece7dff01ef8917ed02e1946a4,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/2e/2eff0e6b292c9f8f64bae3d2555f8b20c3566eece7dff01ef8917ed02e1946a4.wav,f7669a226290a23c5c2995b9c18779e8b362e8fdb11bd00eed743f2bb6c1876a,11.3778125,0.40692138671875,-21.45800565974486,0.0,0.0004845347183538926,11.3778125,1,00126c3fec3bfc0d17c30000ffffdbc7ffc20010ffffa0386fe493c113ec003c,ready,eligible,,0,0,0,0
