selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,source_component,archive_transcript_member,transcript_relative_path,transcript_file_sha256,transcript_size_bytes,text_hash,canonical_text_hash,normalized_utf8_bytes,normalized_characters,status
5166,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_50_433,v4:kk:Train/talkshow/01_50_433,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_50_433.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_50_433.txt,e90d6680bd3221117d1bf26b74e31769e65b338df29c48af0292a4b1431ae78b,123,e90d6680bd3221117d1bf26b74e31769e65b338df29c48af0292a4b1431ae78b,e90d6680bd3221117d1bf26b74e31769e65b338df29c48af0292a4b1431ae78b,123,65,verified_for_synthesis
5167,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_02_556,v4:kk:Train/podcasts/04_02_556,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_02_556.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_02_556.txt,d04adaf69e48a236eae0a988f250095d62b381cf9e7c02d974266f4f00a8b650,143,d04adaf69e48a236eae0a988f250095d62b381cf9e7c02d974266f4f00a8b650,d04adaf69e48a236eae0a988f250095d62b381cf9e7c02d974266f4f00a8b650,143,77,verified_for_synthesis
5168,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_26_181,v4:kk:Train/radio/01_26_181,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_26_181.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_26_181.txt,db99b407979ae8c19fb102e782806c474c7b257004ee90702ff244d4c7e53cf4,167,db99b407979ae8c19fb102e782806c474c7b257004ee90702ff244d4c7e53cf4,db99b407979ae8c19fb102e782806c474c7b257004ee90702ff244d4c7e53cf4,167,91,verified_for_synthesis
5169,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_2_580,v4:kk:Train/parliament/mazhilis_17_2_580,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_17_2_580.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_17_2_580.txt,5cb7d829627c170235f6b316b0b1c978bbb8ca297031ccdbc16b28b93b672c54,111,5cb7d829627c170235f6b316b0b1c978bbb8ca297031ccdbc16b28b93b672c54,5cb7d829627c170235f6b316b0b1c978bbb8ca297031ccdbc16b28b93b672c54,111,60,verified_for_synthesis
5170,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_35_408,v4:kk:Train/talkshow/01_35_408,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_35_408.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_35_408.txt,48083755916759ddc3e49d1aa7bd29bd3fd6afc837d12bbe3ba8851f0bbdeb7d,245,48083755916759ddc3e49d1aa7bd29bd3fd6afc837d12bbe3ba8851f0bbdeb7d,48083755916759ddc3e49d1aa7bd29bd3fd6afc837d12bbe3ba8851f0bbdeb7d,245,131,verified_for_synthesis
5171,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_62_391,v4:kk:Train/radio/01_62_391,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_62_391.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_62_391.txt,fa8ddf53c63a542d1c76fb0b5add4309f9482a2df583b85ec984e273e439814e,95,fa8ddf53c63a542d1c76fb0b5add4309f9482a2df583b85ec984e273e439814e,fa8ddf53c63a542d1c76fb0b5add4309f9482a2df583b85ec984e273e439814e,95,51,verified_for_synthesis
5172,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_11_083,v4:kk:Train/podcasts/06_11_083,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/06_11_083.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/06_11_083.txt,13af573ea307d11c52209d1a2c4709c53133ac9e6807100852c9fd17343c854f,189,13af573ea307d11c52209d1a2c4709c53133ac9e6807100852c9fd17343c854f,13af573ea307d11c52209d1a2c4709c53133ac9e6807100852c9fd17343c854f,189,100,verified_for_synthesis
5173,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_31_274,v4:kk:Train/radio/01_31_274,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_31_274.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_31_274.txt,7c09bac80acb07a5d4f3dfff8c2c4bc336f8315498dc68565fd3d6bffaf4d10b,160,7c09bac80acb07a5d4f3dfff8c2c4bc336f8315498dc68565fd3d6bffaf4d10b,7c09bac80acb07a5d4f3dfff8c2c4bc336f8315498dc68565fd3d6bffaf4d10b,160,86,verified_for_synthesis
5174,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_13_683,v4:kk:Train/parliament/senate_13_683,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_13_683.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_13_683.txt,95b2512bb06f6f211546d43c8b697cb364feb350993daa3cf23a62bee12acafa,71,95b2512bb06f6f211546d43c8b697cb364feb350993daa3cf23a62bee12acafa,95b2512bb06f6f211546d43c8b697cb364feb350993daa3cf23a62bee12acafa,71,38,verified_for_synthesis
5175,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_64_077,v4:kk:Train/podcasts/03_64_077,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_64_077.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_64_077.txt,8910a097897a836b960cdb915a132f3c627d34d84566b4e2fe32485d165fa987,158,8910a097897a836b960cdb915a132f3c627d34d84566b4e2fe32485d165fa987,8910a097897a836b960cdb915a132f3c627d34d84566b4e2fe32485d165fa987,158,85,verified_for_synthesis
5176,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_04_734,v4:kk:Train/parliament/mazhilis_04_734,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_04_734.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_04_734.txt,17224e52f0303e66f60ecc83a1a92efdc1b823a1125f33e4c71aa07050d646f5,52,17224e52f0303e66f60ecc83a1a92efdc1b823a1125f33e4c71aa07050d646f5,17224e52f0303e66f60ecc83a1a92efdc1b823a1125f33e4c71aa07050d646f5,52,27,verified_for_synthesis
5177,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_37_108,v4:kk:Train/radio/01_37_108,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_37_108.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_37_108.txt,c36f0486ec400b7c102356c755f9a848482a71bd06a128803151aa5ed36fcc53,240,c36f0486ec400b7c102356c755f9a848482a71bd06a128803151aa5ed36fcc53,c36f0486ec400b7c102356c755f9a848482a71bd06a128803151aa5ed36fcc53,240,130,verified_for_synthesis
5178,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_14_145,v4:kk:Train/radio/01_14_145,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_14_145.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_14_145.txt,fb720162a16cf30ee457e77071ccb89b5355dbfdf64877762534942a0443f6ff,72,fb720162a16cf30ee457e77071ccb89b5355dbfdf64877762534942a0443f6ff,fb720162a16cf30ee457e77071ccb89b5355dbfdf64877762534942a0443f6ff,72,39,verified_for_synthesis
5179,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_25_279,v4:kk:Train/parliament/mazhilis_25_279,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_25_279.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_25_279.txt,23bcf3ad641fceb8f2f153d3de7cb1ca908606aa205cb1bb04ee4181474a7adf,200,23bcf3ad641fceb8f2f153d3de7cb1ca908606aa205cb1bb04ee4181474a7adf,23bcf3ad641fceb8f2f153d3de7cb1ca908606aa205cb1bb04ee4181474a7adf,200,108,verified_for_synthesis
5180,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_58_078,v4:kk:Train/talkshow/01_58_078,kk-piper-issai-high-v1,piper_neural_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_58_078.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_58_078.txt,0b4405d92c5646588c5d6f63d59de24f033dd2278b5761456e1385d10a5b637d,114,0b4405d92c5646588c5d6f63d59de24f033dd2278b5761456e1385d10a5b637d,0b4405d92c5646588c5d6f63d59de24f033dd2278b5761456e1385d10a5b637d,114,60,verified_for_synthesis
5181,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_42_214,v4:kk:Train/talkshow/01_42_214,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_42_214.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_42_214.txt,8e9e5f742e0894662bbae5bff4c8b6ca80c2f21d2010a229926aff5c1116376e,223,8e9e5f742e0894662bbae5bff4c8b6ca80c2f21d2010a229926aff5c1116376e,8e9e5f742e0894662bbae5bff4c8b6ca80c2f21d2010a229926aff5c1116376e,223,121,verified_for_synthesis
5182,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fd03830ef07a,v4:kk:Train/tv_news/5fd03830ef07a,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fd03830ef07a.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fd03830ef07a.txt,b269cd02c15b6d1999f7cd1c3f309c80f47e09db52cf140f43e73dce16fedf03,102,b269cd02c15b6d1999f7cd1c3f309c80f47e09db52cf140f43e73dce16fedf03,b269cd02c15b6d1999f7cd1c3f309c80f47e09db52cf140f43e73dce16fedf03,102,54,verified_for_synthesis
5183,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e903aed4e,v4:kk:Train/tv_news/5fa2e903aed4e,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e903aed4e.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e903aed4e.txt,359836109b36049ccbcd87d30deb56343e3cbdf515cc7483cb4711e059c1a112,87,359836109b36049ccbcd87d30deb56343e3cbdf515cc7483cb4711e059c1a112,359836109b36049ccbcd87d30deb56343e3cbdf515cc7483cb4711e059c1a112,87,47,verified_for_synthesis
5184,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_15_070,v4:kk:Train/podcasts/03_15_070,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_15_070.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_15_070.txt,473ce6c8d7240b90f1e46ca5fcc111fd433b1d0dd6a90d6e6daf1cf69f004e03,86,473ce6c8d7240b90f1e46ca5fcc111fd433b1d0dd6a90d6e6daf1cf69f004e03,473ce6c8d7240b90f1e46ca5fcc111fd433b1d0dd6a90d6e6daf1cf69f004e03,86,46,verified_for_synthesis
5185,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_06_220,v4:kk:Train/podcasts/01_06_220,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_06_220.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_06_220.txt,a3d56739c266761bb7d272475d09a9250dae736b3cbccf2f454d68ca41bbf12e,166,a3d56739c266761bb7d272475d09a9250dae736b3cbccf2f454d68ca41bbf12e,a3d56739c266761bb7d272475d09a9250dae736b3cbccf2f454d68ca41bbf12e,166,92,verified_for_synthesis
5186,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_21_031,v4:kk:Train/parliament/senate_21_031,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_21_031.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_21_031.txt,85fbef7a2d19fb8fdd4ee38607aa731638a1ffa4e2720b2bc5fb2f53bba5de05,272,85fbef7a2d19fb8fdd4ee38607aa731638a1ffa4e2720b2bc5fb2f53bba5de05,85fbef7a2d19fb8fdd4ee38607aa731638a1ffa4e2720b2bc5fb2f53bba5de05,272,144,verified_for_synthesis
5187,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_11_577,v4:kk:Train/parliament/mazhilis_11_577,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_11_577.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_11_577.txt,bbc6940e7b7e18660ab287edd14ade637f21d9343ab09e2621e8b821eb308942,175,bbc6940e7b7e18660ab287edd14ade637f21d9343ab09e2621e8b821eb308942,bbc6940e7b7e18660ab287edd14ade637f21d9343ab09e2621e8b821eb308942,175,93,verified_for_synthesis
5188,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_03_663,v4:kk:Train/podcasts/01_03_663,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_03_663.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_03_663.txt,3fbbdd3a87791ef3c7bfb41cc5bd24031ff313388433684610604d469181235e,197,3fbbdd3a87791ef3c7bfb41cc5bd24031ff313388433684610604d469181235e,3fbbdd3a87791ef3c7bfb41cc5bd24031ff313388433684610604d469181235e,197,106,verified_for_synthesis
5189,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_24_419,v4:kk:Train/parliament/mazhilis_24_419,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_24_419.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_24_419.txt,bf700c03aa52969a4eaa280265fd7bda387af4c07bf04ad87f8549dd7d1611b0,147,bf700c03aa52969a4eaa280265fd7bda387af4c07bf04ad87f8549dd7d1611b0,bf700c03aa52969a4eaa280265fd7bda387af4c07bf04ad87f8549dd7d1611b0,147,78,verified_for_synthesis
5190,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_54_142,v4:kk:Train/talkshow/01_54_142,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_54_142.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_54_142.txt,d061f6d20c25eb6e80c73872954ba65c23b3602d04714fffce12fa6ca0bfc90d,75,d061f6d20c25eb6e80c73872954ba65c23b3602d04714fffce12fa6ca0bfc90d,d061f6d20c25eb6e80c73872954ba65c23b3602d04714fffce12fa6ca0bfc90d,75,40,verified_for_synthesis
5191,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f7103db27018,v4:kk:Train/tv_news/5f7103db27018,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f7103db27018.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f7103db27018.txt,dbe46b8650f4a84a0e8cb0032c94e35943bfe62d487bc59d33c01d9b2fd6da73,38,dbe46b8650f4a84a0e8cb0032c94e35943bfe62d487bc59d33c01d9b2fd6da73,dbe46b8650f4a84a0e8cb0032c94e35943bfe62d487bc59d33c01d9b2fd6da73,38,20,verified_for_synthesis
5192,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_11_496,v4:kk:Train/podcasts/04_11_496,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_11_496.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_11_496.txt,6237c1b36397c4b47e20c4168fc21a55625349a8dc53791956dd8952fdefa066,153,6237c1b36397c4b47e20c4168fc21a55625349a8dc53791956dd8952fdefa066,6237c1b36397c4b47e20c4168fc21a55625349a8dc53791956dd8952fdefa066,153,82,verified_for_synthesis
5193,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_12_329,v4:kk:Train/parliament/senate_12_329,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_12_329.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_12_329.txt,85d873b1f48e2729a491a70e7083e594818f90ba5648ffb5c4e86cfffce4bede,230,85d873b1f48e2729a491a70e7083e594818f90ba5648ffb5c4e86cfffce4bede,85d873b1f48e2729a491a70e7083e594818f90ba5648ffb5c4e86cfffce4bede,230,124,verified_for_synthesis
5194,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_73_128,v4:kk:Train/talkshow/01_73_128,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_73_128.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_73_128.txt,c00de39297d141242a7ca65f52f43fd6f656c370b17470248926efb53265221a,236,c00de39297d141242a7ca65f52f43fd6f656c370b17470248926efb53265221a,c00de39297d141242a7ca65f52f43fd6f656c370b17470248926efb53265221a,236,127,verified_for_synthesis
5195,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_05_453,v4:kk:Train/parliament/senate_05_453,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_05_453.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_05_453.txt,7109a8fe89be28ec2a52e858bcb55ce5df6c112949cf01247ba23538cade7835,365,7109a8fe89be28ec2a52e858bcb55ce5df6c112949cf01247ba23538cade7835,7109a8fe89be28ec2a52e858bcb55ce5df6c112949cf01247ba23538cade7835,365,193,verified_for_synthesis
5196,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_60_179,v4:kk:Train/radio/01_60_179,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_60_179.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_60_179.txt,0c9b389dc32286871a1b055138f33f1eeaa3d3acf0d75d058d2ba02bb332e05f,75,0c9b389dc32286871a1b055138f33f1eeaa3d3acf0d75d058d2ba02bb332e05f,0c9b389dc32286871a1b055138f33f1eeaa3d3acf0d75d058d2ba02bb332e05f,75,40,verified_for_synthesis
5197,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d10222ebc,v4:kk:Train/tv_news/5f71d10222ebc,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71d10222ebc.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71d10222ebc.txt,1911b5301591e4c0987accda37b505e259cb0fca2e6a84c46d39b023997a279a,221,1911b5301591e4c0987accda37b505e259cb0fca2e6a84c46d39b023997a279a,1911b5301591e4c0987accda37b505e259cb0fca2e6a84c46d39b023997a279a,221,117,verified_for_synthesis
5198,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_52_469,v4:kk:Train/radio/01_52_469,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_52_469.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_52_469.txt,b3a9a12c80f29baf1a33ffd52e4f8c6bf0e261df0f283fafab85e0b5d6de1d5b,205,b3a9a12c80f29baf1a33ffd52e4f8c6bf0e261df0f283fafab85e0b5d6de1d5b,b3a9a12c80f29baf1a33ffd52e4f8c6bf0e261df0f283fafab85e0b5d6de1d5b,205,109,verified_for_synthesis
5199,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e790887db,v4:kk:Train/tv_news/5fa2e790887db,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e790887db.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e790887db.txt,a463c2df70aa690c78d6032fafa230c4017f01522bb0ba86dc515699c9c19a07,207,a463c2df70aa690c78d6032fafa230c4017f01522bb0ba86dc515699c9c19a07,a463c2df70aa690c78d6032fafa230c4017f01522bb0ba86dc515699c9c19a07,207,109,verified_for_synthesis
5200,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/05_03_145,v4:kk:Train/podcasts/05_03_145,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/05_03_145.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/05_03_145.txt,d7e9415c622ce8df5b899df882f1b80b49d2bc6de84aa1c34768ec0e12d0362b,84,d7e9415c622ce8df5b899df882f1b80b49d2bc6de84aa1c34768ec0e12d0362b,d7e9415c622ce8df5b899df882f1b80b49d2bc6de84aa1c34768ec0e12d0362b,84,47,verified_for_synthesis
5201,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_22_242,v4:kk:Train/parliament/senate_22_242,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_22_242.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_22_242.txt,7b06b3f22953ee5b4c63f7b04d62b9d57d0e9df6d1afb9540ee593bd3790112c,168,7b06b3f22953ee5b4c63f7b04d62b9d57d0e9df6d1afb9540ee593bd3790112c,7b06b3f22953ee5b4c63f7b04d62b9d57d0e9df6d1afb9540ee593bd3790112c,168,88,verified_for_synthesis
5202,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_09_421,v4:kk:Train/podcasts/06_09_421,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/06_09_421.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/06_09_421.txt,fcbc58f6f0e46a4dccdacdca476d1476b863a9a28e579a5c006bd1ab1ddf581a,63,fcbc58f6f0e46a4dccdacdca476d1476b863a9a28e579a5c006bd1ab1ddf581a,fcbc58f6f0e46a4dccdacdca476d1476b863a9a28e579a5c006bd1ab1ddf581a,63,33,verified_for_synthesis
5203,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_60_320,v4:kk:Train/radio/01_60_320,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_60_320.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_60_320.txt,535dcbdacc5991a619f0fa21224d6065fa79817aaef2f5b32d6d8f1d5b030e72,125,535dcbdacc5991a619f0fa21224d6065fa79817aaef2f5b32d6d8f1d5b030e72,535dcbdacc5991a619f0fa21224d6065fa79817aaef2f5b32d6d8f1d5b030e72,125,68,verified_for_synthesis
5204,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_22_569,v4:kk:Train/talkshow/01_22_569,kk-piper-issai-high-v1,piper_neural_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_22_569.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_22_569.txt,b8adbb5edab7b001eadb0ab7db115bd47c784bbcf51e3aa232a23889e1fe9859,98,b8adbb5edab7b001eadb0ab7db115bd47c784bbcf51e3aa232a23889e1fe9859,b8adbb5edab7b001eadb0ab7db115bd47c784bbcf51e3aa232a23889e1fe9859,98,53,verified_for_synthesis
5205,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_71_034,v4:kk:Train/talkshow/01_71_034,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_71_034.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_71_034.txt,1cbae66101f3482268339f1d98c0b7f2a4cd05ece3f41be1eacf298d345f74a3,325,1cbae66101f3482268339f1d98c0b7f2a4cd05ece3f41be1eacf298d345f74a3,1cbae66101f3482268339f1d98c0b7f2a4cd05ece3f41be1eacf298d345f74a3,325,172,verified_for_synthesis
5206,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_84_122,v4:kk:Train/radio/01_84_122,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_84_122.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_84_122.txt,11c4852d53f80ab307201f5d92165964387c21ef77362447a14523b8a7b42064,90,11c4852d53f80ab307201f5d92165964387c21ef77362447a14523b8a7b42064,11c4852d53f80ab307201f5d92165964387c21ef77362447a14523b8a7b42064,90,48,verified_for_synthesis
5207,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_47_512,v4:kk:Train/talkshow/01_47_512,kk-mms-kaz-v1,mms_vits_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_47_512.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_47_512.txt,2ef6bee08113455820478141bc108ab9db85c79b22ec0598fcb0ed1ce3180353,135,2ef6bee08113455820478141bc108ab9db85c79b22ec0598fcb0ed1ce3180353,2ef6bee08113455820478141bc108ab9db85c79b22ec0598fcb0ed1ce3180353,135,73,verified_for_synthesis
5208,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_10_126,v4:kk:Train/podcasts/01_10_126,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_10_126.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_10_126.txt,f6cae4eea461a18ea5665f67c0f0273bca3ca38bd82174dae6179d145289555b,70,f6cae4eea461a18ea5665f67c0f0273bca3ca38bd82174dae6179d145289555b,f6cae4eea461a18ea5665f67c0f0273bca3ca38bd82174dae6179d145289555b,70,38,verified_for_synthesis
5209,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_11_105,v4:kk:Train/parliament/mazhilis_11_105,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_11_105.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_11_105.txt,196111aac4ea2820c5c54869dd0e4976289df7fc203ba221214891b37aee178d,263,196111aac4ea2820c5c54869dd0e4976289df7fc203ba221214891b37aee178d,196111aac4ea2820c5c54869dd0e4976289df7fc203ba221214891b37aee178d,263,139,verified_for_synthesis
